tipo_del_edificio,edificio,direccin,distrito,clase,unidades,consumo,puesta_en_servicio,potencia_kwp,empresa_instaladora
deportivo,cdm_vicente_del_bosque,avenida_monforte_de_lemos_13_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,189690,20221201,nan,empresa_desconocida
deportivo,cdm_vicente_del_bosque,avenida_monforte_de_lemos_13_28029_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,energía_activa,kwh,17250,20221201,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,gas,kwh,00,20221201,nan,empresa_desconocida
deportivo,cdm_wilfred_agbonavbare_alberto_garcía,calle_reguera_de_tomateros_39b_28053_madrid,puente_de_vallecas,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_arquitecto_gaudí,calle_rosa_jardon_10_28016_madrid,chamartin,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_arquitecto_gaudí,calle_rosa_jardon_10_28016_madrid,chamartin,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_bolivia,calle_villavaliente_29_28011_madrid,latina,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_bolivia,calle_villavaliente_29_28011_madrid,latina,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_bolivia,calle_villavaliente_29_28011_madrid,latina,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_ciudad_de_roma,calle_juan_esplandiu_2_28007_madrid,retiro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_ciudad_de_roma,calle_juan_esplandiu_2_28007_madrid,retiro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_claudio_moyano,calle_cea_bermudez_26_28003_madrid,chamberi,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_claudio_moyano,calle_cea_bermudez_26_28003_madrid,chamberi,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_claudio_moyano,calle_cea_bermudez_26_28003_madrid,chamberi,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_concepción_arenal,calle_antonio_lopez_1_28019_madrid,carabanchel,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_concepción_arenal,calle_antonio_lopez_1_28019_madrid,carabanchel,energía_reactiva,kvarh,2350,20221201,nan,empresa_desconocida
educativo,ceip_concepción_arenal,calle_antonio_lopez_1_28019_madrid,carabanchel,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_cristóbal_colón,carretera_carabanchel_a_villaverde_109_28041_madrid,villaverde,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_cristóbal_colón,carretera_carabanchel_a_villaverde_109_28041_madrid,villaverde,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_cristóbal_colón,carretera_carabanchel_a_villaverde_109_28041_madrid,villaverde,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_cristóbal_colón,carretera_carabanchel_a_villaverde_109_28041_madrid,villaverde,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_cristóbal_colón,carretera_carabanchel_a_villaverde_109_28041_madrid,villaverde,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_cristóbal_colón,carretera_carabanchel_a_villaverde_109_28041_madrid,villaverde,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_escuelas_aguirre,calle_pio_baroja_4_28009_madrid,retiro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_escuelas_aguirre,calle_pio_baroja_4_28009_madrid,retiro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_fernando_el_católico,calle_fernando_el_catolico_16_28015_madrid,chamberi,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_fernando_el_católico,calle_fernando_el_catolico_16_28015_madrid,chamberi,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_isaac_albéniz,calle_dracena_29_28016_madrid,chamartin,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_isaac_albéniz,calle_dracena_29_28016_madrid,chamartin,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_joaquín_dicenta,paseo_de_los_olivos_70_28011_madrid,latina,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_joaquín_dicenta,paseo_de_los_olivos_70_28011_madrid,latina,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_joaquín_dicenta,paseo_de_los_olivos_70_28011_madrid,latina,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_josé_calvo_sotelo,avenida_ciudad_de_barcelona_83_28007_madrid,retiro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_josé_calvo_sotelo,avenida_ciudad_de_barcelona_83_28007_madrid,retiro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_madroño,calle_las_marismas_14_28038_madrid,puente_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_madroño,calle_las_marismas_14_28038_madrid,puente_de_vallecas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_madroño,calle_las_marismas_14_28038_madrid,puente_de_vallecas,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_ntra_sra_de_la_paloma,calle_tabernillas_2_28005_madrid,centro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_ntra_sra_de_la_paloma,calle_tabernillas_2_28005_madrid,centro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_ntra_sra_de_la_paloma,calle_tabernillas_2_28005_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_ntra_sra_fuencisla,calle_tomelloso_39_28026_madrid,usera,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_ntra_sra_fuencisla,calle_tomelloso_39_28026_madrid,usera,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_ntra_sra_fuencisla,calle_tomelloso_39_28026_madrid,usera,gas,kwh,19210,20221201,nan,empresa_desconocida
educativo,ceip_padre_poveda,avenida_alfonso_xiii_23_28002_madrid,chamartin,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_padre_poveda,avenida_alfonso_xiii_23_28002_madrid,chamartin,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_patriarca_obispo_elio_garay,calle_lopez_de_hoyos_40_28006_madrid,chamartin,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_patriarca_obispo_elio_garay,calle_lopez_de_hoyos_40_28006_madrid,chamartin,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_patriarca_obispo_elio_garay,calle_lopez_de_hoyos_40_28006_madrid,chamartin,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_pi_i_margall,plaza_dos_de_mayo_2_28004_madrid,centro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_pi_i_margall,plaza_dos_de_mayo_2_28004_madrid,centro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_pi_i_margall,plaza_dos_de_mayo_2_28004_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_pradolongo,calle_parque_de_la_paloma_9_28026_madrid,usera,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_pradolongo,calle_parque_de_la_paloma_9_28026_madrid,usera,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_pradolongo,calle_parque_de_la_paloma_9_28026_madrid,usera,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_pradolongo,calle_parque_de_la_paloma_9_28026_madrid,usera,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_puerto_rico,calle_segura_74_28041_madrid,usera,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_puerto_rico,calle_segura_74_28041_madrid,usera,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_puerto_rico,calle_segura_74_28041_madrid,usera,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_residencia_san_ildefonso,calle_alfonso_vi_1_28005_madrid,centro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_residencia_san_ildefonso,calle_alfonso_vi_1_28005_madrid,centro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_residencia_san_ildefonso,calle_alfonso_vi_1_28005_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_rufino_blanco,calle_general_alvarez_de_castro_46_28010_madrid,chamberi,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_rufino_blanco,calle_general_alvarez_de_castro_46_28010_madrid,chamberi,energía_reactiva,kvarh,1570,20221201,nan,empresa_desconocida
educativo,ceip_rufino_blanco,calle_general_alvarez_de_castro_46_28010_madrid,chamberi,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_san_isidoro,calle_fuenterrabia_15_28014_madrid,retiro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_san_isidoro,calle_fuenterrabia_15_28014_madrid,retiro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_san_isidoro,calle_fuenterrabia_15_28014_madrid,retiro,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_san_juan_de_la_cruz,calle_honduras_10_28016_madrid,chamartin,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_san_juan_de_la_cruz,calle_honduras_10_28016_madrid,chamartin,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
social,centro_de_acogida_san_isidro,paseo_rey_34_28008_madrid,moncloa_aravaca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
social,centro_de_acogida_san_isidro,paseo_rey_34_28008_madrid,moncloa_aravaca,energía_reactiva,kvarh,9910,20221201,nan,empresa_desconocida
social,centro_de_día_ascao,calle_ascao_4_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
otras_dependencias,centro_integral_de_formación_de_seguridad_y_emergencias,calle_sepulveda_153_28011_madrid,latina,energía_activa,kwh,00,20221201,nan,empresa_desconocida
otras_dependencias,centro_integral_de_formación_de_seguridad_y_emergencias,calle_sepulveda_153_28011_madrid,latina,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
otras_dependencias,centro_integral_de_formación_de_seguridad_y_emergencias,calle_sepulveda_153_28011_madrid,latina,gas,kwh,00,20221201,nan,empresa_desconocida
sanitario,centro_municipal_de_salud_comunitaria_fuencarral,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20221201,nan,empresa_desconocida
sanitario,centro_municipal_de_salud_comunitaria_villaverde,avenida_felicidad_17_28041_madrid,villaverde,energía_activa,kwh,00,20221201,nan,empresa_desconocida
sanitario,centro_municipal_de_salud_comunitaria_villaverde,avenida_felicidad_17_28041_madrid,villaverde,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,cmm_acuario,calle_acuario_27_planta_1ª_28042_madrid,barajas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,cmm_acuario,calle_acuario_27_planta_1ª_28042_madrid,barajas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,cmm_antonio_mingote,calle_vallehermoso_47_28015_madrid,chamberi,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,cmm_antonio_mingote,calle_vallehermoso_47_28015_madrid,chamberi,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,cmm_el_almendro,calle_ladera_de_los_almendros_6_28032_madrid,vicalvaro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,cmm_el_almendro,calle_ladera_de_los_almendros_6_28032_madrid,vicalvaro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,cmm_islas_filipinas,calle_nuestra_señora_del_villar_6_cv_c_jose_luis_arrese_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,cmm_la_estrella_carmen_martín_gaite,calle_pez_austral_6_28007_madrid,retiro,energía_activa,kwh,70530,20221201,nan,empresa_desconocida
cultural,cmm_la_estrella_carmen_martín_gaite,calle_pez_austral_6_28007_madrid,retiro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,cmm_orcasur,avenida_orcasur_60_28041_madrid,usera,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,cmm_orcasur,avenida_orcasur_60_28041_madrid,usera,energía_reactiva,kvarh,2270,20221201,nan,empresa_desconocida
cultural,cmm_villa_vallecas,calle_pico_mampodre_6_28031_madrid,villa_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,cmm_villa_vallecas,calle_pico_mampodre_6_28031_madrid,villa_de_vallecas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,cmm_y_css_luis_vives,avenida_institucion_libre_de_enseñanza_160_28037_madrid,ciudad_lineal,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,cmm_y_css_luis_vives,avenida_institucion_libre_de_enseñanza_160_28037_madrid,ciudad_lineal,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,complejo_albarracín_33_movilidad_y_sede_iam,calle_albarracín_33_28037_madrid,san_blas_canillejas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,complejo_albarracín_33_movilidad_y_sede_iam,calle_albarracín_33_28037_madrid,san_blas_canillejas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,complejo_antonio_machado_cc_cm_bib_y_em,calle_san_román_del_valle_8_28037_madrid,san_blas_canillejas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,complejo_antonio_machado_cc_cm_bib_y_em,calle_san_román_del_valle_8_28037_madrid,san_blas_canillejas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,complejo_antonio_machado_cc_cm_bib_y_em,calle_san_román_del_valle_8_28037_madrid,san_blas_canillejas,gas,kwh,00,20221201,nan,empresa_desconocida
cultural,complejo_ascao_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,complejo_ascao_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,energía_reactiva,kvarh,1150,20221201,nan,empresa_desconocida
cultural,complejo_ascao_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,gas,kwh,00,20221201,nan,empresa_desconocida
cultural,complejo_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,complejo_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,energía_reactiva,kvarh,13880,20221201,nan,empresa_desconocida
cultural,complejo_la_elipa_islas_filipinas,calle_nuestra_señora_del_villar_6_28017_madrid,ciudad_lineal,gas,kwh,00,20221201,nan,empresa_desconocida
mixto,complejo_la_vaguada,avenida_monforte_de_lemos_3840_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,838650,20221201,nan,empresa_desconocida
mixto,complejo_la_vaguada,avenida_monforte_de_lemos_3840_28029_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,258030,20221201,nan,empresa_desconocida
cultural,complejo_sanchinarro,c_princesa_éboli_29,hortaleza,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,complejo_sanchinarro,c_princesa_éboli_29,hortaleza,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
social,cs_teresa_de_calcuta,plaza_navio_4_28042_madrid,barajas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
social,cs_teresa_de_calcuta,plaza_navio_4_28042_madrid,barajas,energía_reactiva,kvarh,5130,20221201,nan,empresa_desconocida
social,cs_teresa_de_calcuta,plaza_navio_4_28042_madrid,barajas,gas,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_ágata,calle_doctor_martin_arevalo_2_28021_madrid,villaverde,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_ágata,calle_doctor_martin_arevalo_2_28021_madrid,villaverde,energía_reactiva,kvarh,2010,20221201,nan,empresa_desconocida
mixto,csc_ágata,calle_doctor_martin_arevalo_2_28021_madrid,villaverde,gas,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_almirante_churruca,calle_fuente_del_tiro_72_28024_madrid,latina,energía_activa,kwh,28280,20221201,nan,empresa_desconocida
mixto,csc_almirante_churruca,calle_fuente_del_tiro_72_28024_madrid,latina,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,csc_almirante_churruca,calle_fuente_del_tiro_72_28024_madrid,latina,gas,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_cánovas_del_castillo,calle_julio_aguirre_10_y_12_28026_madrid,usera,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_cánovas_del_castillo,calle_julio_aguirre_10_y_12_28026_madrid,usera,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,csc_cánovas_del_castillo,calle_julio_aguirre_10_y_12_28026_madrid,usera,gas,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_garcía_lorca,calle_eugenia_de_montijo_105_28044_madrid,carabanchel,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_garcía_lorca,calle_eugenia_de_montijo_105_28044_madrid,carabanchel,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,csc_garcía_lorca,calle_eugenia_de_montijo_105_28044_madrid,carabanchel,gas,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_josé_espronceda,calle_almansa_9_28039_madrid,tetuan,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_josé_espronceda,calle_almansa_9_28039_madrid,tetuan,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,csc_la_elipa_islas_filipinas,calle_poeta_blas_de_otero_81_28017_madrid,ciudad_lineal,energía_activa,kwh,5970,20221201,nan,empresa_desconocida
mixto,csc_marconi,acceso_colonia_marconi_4_calle_san_eustaquio_25_frente_a_fachada_28021_madrid,villaverde,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_marconi,acceso_colonia_marconi_4_calle_san_eustaquio_25_frente_a_fachada_28021_madrid,villaverde,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,csc_montecarmelo,avenida_monasterio_de_silos_57_28049_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_montecarmelo,avenida_monasterio_de_silos_57_28049_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,1230,20221201,nan,empresa_desconocida
mixto,csc_montecarmelo,avenida_monasterio_de_silos_57_28049_madrid,fuencarral_el_pardo,gas,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_oporto,avenida_oporto_78_28019_madrid,carabanchel,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_oporto,avenida_oporto_78_28019_madrid,carabanchel,energía_reactiva,kvarh,12220,20221201,nan,empresa_desconocida
mixto,csc_rosario_de_acuña,calle_maria_del_carmen_65_28011_madrid,latina,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_rosario_de_acuña,calle_maria_del_carmen_65_28011_madrid,latina,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,csc_villa_de_barajas,calle_botica_7_y_10_28042_madrid,barajas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,csc_villa_de_barajas,calle_botica_7_y_10_28042_madrid,barajas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,cscj_moratalaz,calle_fuente_carrantona_10_28030_madrid,moratalaz,energía_activa,kwh,00,20221201,nan,empresa_desconocida
mixto,cscj_moratalaz,calle_fuente_carrantona_10_28030_madrid,moratalaz,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
mixto,cscj_moratalaz,calle_fuente_carrantona_10_28030_madrid,moratalaz,gas,kwh,00,20221201,nan,empresa_desconocida
social,css_entrevías,calle_yuste_8_28053_madrid,puente_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
social,css_entrevías,calle_yuste_8_28053_madrid,puente_de_vallecas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
social,css_guindalera,calle_pilar_de_zaragoza_28_28028_madrid,salamanca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
social,css_guindalera,calle_pilar_de_zaragoza_28_28028_madrid,salamanca,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
social,css_josé_villarreal,calle_guillermo_de_osma_14_28045_madrid,arganzuela,energía_activa,kwh,00,20221201,nan,empresa_desconocida
social,css_josé_villarreal,calle_guillermo_de_osma_14_28045_madrid,arganzuela,energía_reactiva,kvarh,90090,20221201,nan,empresa_desconocida
social,css_puerto_de_las_pilas,calle_fuentidueña_16_28031_madrid,villa_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
social,css_puerto_de_las_pilas,calle_fuentidueña_16_28031_madrid,villa_de_vallecas,energía_reactiva,kvarh,13780,20221201,nan,empresa_desconocida
social,css_san_filiberto,calle_san_filiberto_7_28026_madrid,usera,energía_activa,kwh,00,20221201,nan,empresa_desconocida
social,css_san_filiberto,calle_san_filiberto_7_28026_madrid,usera,energía_reactiva,kvarh,10420,20221201,nan,empresa_desconocida
social,css_san_vicente_de_paul,calle_buitrago_del_lozoya_22_28035_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20221201,nan,empresa_desconocida
social,css_san_vicente_de_paul,calle_buitrago_del_lozoya_22_28035_madrid,fuencarral_el_pardo,energía_reactiva,kvarh,8990,20221201,nan,empresa_desconocida
administrativo,edificio_anexo_al_escenario_del_auditorio_cerro_almodovar,calle_marcelino_castillo_29_28047_madrid,latina,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,edificio_anexo_al_escenario_del_auditorio_cerro_almodovar,calle_marcelino_castillo_29_28047_madrid,latina,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,edificio_movilidad,calle_albarracín_33_28037_madrid,san_blas_canillejas,gas,kwh,00,20221201,nan,empresa_desconocida
deportivo,idm_la_bombilla,calle_senda_del_rey_8_28040_madrid,moncloa_aravaca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
deportivo,idm_la_bombilla,calle_senda_del_rey_8_28040_madrid,moncloa_aravaca,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
sanitario,instituto_fabiola_de_mora_y_aragon,carretera_dehesa_de_la_villa_1_28040_madrid,moncloa_aravaca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
sanitario,instituto_fabiola_de_mora_y_aragon,carretera_dehesa_de_la_villa_1_28040_madrid,moncloa_aravaca,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_arganzuela,paseo_chopera_10_28045_madrid,arganzuela,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_arganzuela,paseo_chopera_10_28045_madrid,arganzuela,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_arganzuela,paseo_chopera_10_28045_madrid,arganzuela,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_barajas,plaza_mercurio_1_28042_madrid,barajas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_barajas,plaza_mercurio_1_28042_madrid,barajas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_carabanchel,plaza_carabanchel_1_28025_madrid,carabanchel,energía_activa,kwh,84420,20221201,nan,empresa_desconocida
administrativo,jmd_carabanchel,plaza_carabanchel_1_28025_madrid,carabanchel,energía_reactiva,kvarh,15430,20221201,nan,empresa_desconocida
administrativo,jmd_carabanchel,plaza_carabanchel_1_28025_madrid,carabanchel,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_centro,calle_mayor_72_28013_madrid,centro,energía_activa,kwh,240750,20221201,nan,empresa_desconocida
administrativo,jmd_centro,calle_mayor_72_28013_madrid,centro,energía_reactiva,kvarh,61140,20221201,nan,empresa_desconocida
administrativo,jmd_centro,calle_mayor_72_28013_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_chamartín,calle_principe_de_vergara_142_28002_madrid,chamartin,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_chamartín,calle_principe_de_vergara_142_28002_madrid,chamartin,energía_reactiva,kvarh,8860,20221201,nan,empresa_desconocida
administrativo,jmd_chamartín,calle_principe_de_vergara_142_28002_madrid,chamartin,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_chamberí,plaza_chamberi_4_28010_madrid,chamberi,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_chamberí,plaza_chamberi_4_28010_madrid,chamberi,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_chamberí,plaza_chamberi_4_28010_madrid,chamberi,gas,kwh,00,20221201,nan,empresa_desconocida
