tipo_del_edificio,edificio,direccin,distrito,clase,unidades,consumo,puesta_en_servicio,potencia_kwp,empresa_instaladora
cultural_social,cc_la_elipa_y_css_santa_felicidad,csanta_felicidad_37,ciudad_lineal,energía_renovable,kwh,nan,20180822,150,pecsa
cultural_social,cc_y_cmm_san_juan_bautista,c_san_nemesio_1,ciudad_lineal,energía_renovable,kwh,nan,20180121,250,pecsa
social,cm_y_css_luis_vives,c_hermanos_garcía_noblejas_170,ciudad_lineal,energía_renovable,kwh,nan,20180121,100,pecsa
social,cmm_islas_filipinas_centro_juvenil_y_biblioteca_la_elipa,c_nuestra_señora_del_villar_8,ciudad_lineal,energía_renovable,kwh,nan,20181024,150,pecsa
social,css_san_vicente_de_paul,cbuitrago_de_lozoya_22,fuencarral_el_pardo,energía_renovable,kwh,nan,20180901,14560321808799788,empresa_desconocida
educativo,ei_elena_fortún_montecarmelo,av_mº_silos_57_caaveiro,fuencarral_el_pardo,energía_renovable,kwh,nan,20190307,15220080089559456,orthem
deportivo,cdm_vicente_del_bosque,av_monforte_de_lemos_13,fuencarral_el_pardo,energía_renovable,kwh,nan,20190528,500,ortiz
deportivo,cdm_la_masó,c_de_la_masó_190_bj,fuencarral_el_pardo,energía_renovable,kwh,nan,20191211,70,dragados
educativo,ei_el_fresno,cmaria_casares_15,fuencarral_el_pardo,energía_renovable,kwh,nan,20190426,15220080089559456,empresa_desconocida
educativo,ei_poeta_gloria_fuertes_las_tablas,c_eunate_6_ccastillo_de_candanchú_4246,fuencarral_el_pardo,energía_renovable,kwh,nan,20190212,15220080089559456,condisa
deportivo,cdm_luis_aragonés,cprovencio_20,hortaleza,energía_renovable,kwh,nan,20181115,11588390932122444,dragados
cultural,cc_sanchinarro_y_biblioteca_maría_lejárraga,c_princesa_éboli_29,hortaleza,energía_renovable,kwh,nan,20190222,200,dragados
administrativo,jmd_hortaleza,carretera_de_canillas_2,hortaleza,energía_renovable,kwh,nan,20190307,1651542372140949,dragados
cultural,cc_federico_chueca,c_benita_ávila_17,hortaleza,energía_renovable,kwh,nan,20181119,200,dragados
administrativo,jmd_latina,av_las_aguilas_2_ant_avdel_general_fanjul,latina,energía_renovable,kwh,nan,20181122,270,aura
deportivo,cdm_las_cruces,av_poblados_sn_bj,latina,energía_renovable,kwh,nan,20190208,170,ferrovial
social,centro_de_día_gertrudis_de_la_fuente,c_alhambra_c_cuña_latina_dos_2,latina,energía_renovable,kwh,nan,20190525,500,aura
social,centro_de_acogida_municipal_puerta_abierta,c_pinar_de_san_jose_104_madrid_28054,latina,energía_renovable,kwh,nan,20160808,120,empresa_desconocida
deportivo,cdm_gallur,c_gallur_2,latina,energía_renovable,kwh,nan,20200219,200,aura
educativo,ei_bola_de_cristal_valdezarza,c_islas_bisagos_13,moncloa_aravaca,energía_renovable,kwh,nan,20181206,60,cyopsa
deportivo,idm_la_bombilla,paseo_senda_del_rey_8,moncloa_aravaca,energía_renovable,kwh,nan,20190123,120,ortiz
cultural,cc_eduardo_chillida_y_biblioteca_miguel_delibes,c_arroyo_belincoso_9,moratalaz,energía_renovable,kwh,nan,20181024,100,pecsa
social,cmmcss_ladera_el_almendro,c_ladera_de_los_almendros_46,moratalaz,energía_renovable,kwh,nan,20181024,14560321808799788,pecsa
educativo,ei_sabina_moratalaz,c_cañón_del_rio_lobos,moratalaz,energía_renovable,kwh,nan,20181024,60,cyopsa
deportivo,cdm_moratalaz,c_valdebernardo_2,moratalaz,energía_renovable,kwh,nan,20190308,400,ferrovial
social,css_y_apartamentos_tutelados_retiro,c_jose_martínez_de_velasco_22,retiro,energía_renovable,kwh,nan,20190325,14560321808799788,ohl
educativo,escuelas_aguirre,c_pio_baroja_4,retiro,energía_renovable,kwh,nan,20190303,70,ohl
educativo,ceip_jose_calvo_sotelo,av_ciudad_de_barcelona_83,retiro,energía_renovable,kwh,nan,20190303,70,ohl
educativo,ceip_ciudad_de_roma,c_juan_esplandiú2,retiro,energía_renovable,kwh,nan,20190303,400,ohl
social,cmm_la_estrella_carmen_martín_gaite,c_pez_austral_6_28007_madrid,retiro,energía_renovable,kwh,nan,20161023,14560321808799788,empresa_desconocida
social,cmmcentro_diacss_la_guindalera,c_pilar_de_zaragoza_28_bajo,salamanca,energía_renovable,kwh,nan,20180920,14560321808799788,ferrovial
cultural,cc_y_biblioteca_buenavista,av_de_los_toreros_5,salamanca,energía_renovable,kwh,nan,20181113,1851183412814345,ferrovial
cultural,cc_jose_luis_lópez_vázquez,c_febrero_4,san_blas_canillejas,energía_renovable,kwh,nan,20181119,150,dragados
administrativo,jmd_san_blas,av_de_arcentales_26,san_blas_canillejas,energía_renovable,kwh,nan,20190307,1651542372140949,dragados
deportivo,cdm_antonio_díaz_miguel,cjoaquin_dicenta_1,tetuan,energía_renovable,kwh,nan,20180115,250,empresa_desconocida
cultural,cc_eduardo_úrculo_y_biblioteca_maría_zambrano,plaza_de_donoso_5,tetuan,energía_renovable,kwh,nan,20181112,1851183412814345,ferrovial
social,css_san_filiberto,c_san_filiberto_5_bj,usera,energía_renovable,kwh,nan,20180305,14560321808799788,aura
social,cmm_orcasur,av_orcasur_64,usera,energía_renovable,kwh,nan,20180219,14560321808799788,aura
cultural,cc_orcasur_y_biblioteca_gabriel_garcía_márquez,plaza_pueblo_1_bj1,usera,energía_renovable,kwh,nan,20181016,300,aura
administrativo,jmd_usera,av_rafaela_ybarra_41,usera,energía_renovable,kwh,nan,20181214,50,aura
deportivo,cdm_orcasur,c_moreja_3,usera,energía_renovable,kwh,nan,20190214,30132938213671185,aura
educativo,ei_pensamiento_mirasierra,c_mirasierra_27,usera,energía_renovable,kwh,nan,20190103,15220080089559456,imesapi
deportivo,cdm_vicálvaro_margot_molés,pº_polideportivo_3,vicalvaro,energía_renovable,kwh,nan,20180509,400,electosa
cultural,cc_valdebernardo_y_biblioteca_francisco_ayala,c_bulevar_indalecio_prieto_21,vicalvaro,energía_renovable,kwh,nan,20181112,200,pecsa
cultural,cc_el_madroño_y_biblioteca_vicálvaro,c_villardondiego_36,vicalvaro,energía_renovable,kwh,nan,20181112,1157590114596134,pecsa
administrativo,jmd_vicálvaro,plaza_don_antonio_de_andrés_18,vicalvaro,energía_renovable,kwh,nan,20181112,11572802595695604,pecsa
social,css_puerto_de_las_pilas,c_fuentidueña16,villa_de_vallecas,energía_renovable,kwh,nan,20181112,200,pecsa
social,cmm_villa_de_vallecas,c_pico_de_mampodre_6,villa_de_vallecas,energía_renovable,kwh,nan,20181116,60,pecsa
administrativo,jmd_villa_de_vallecas,pº_federico_garcía_lorca_12,villa_de_vallecas,energía_renovable,kwh,nan,20181116,11579238658972502,pecsa
deportivo,cdm_félix_rubio,cciudadanía_9,villaverde,energía_renovable,kwh,nan,20180307,30132938213671185,aura
cultural,cc_marconi,av_marconi_2_bajo1,villaverde,energía_renovable,kwh,nan,20180219,100,aura
cultural,cc_los_rosales_nuevo_rosales,av_los_rosales_133,villaverde,energía_renovable,kwh,nan,20180305,200,aura
cultural,cc_bohemios,c_bohemios_1_b1,villaverde,energía_renovable,kwh,nan,20180219,100,aura
administrativo,jmd_villaverde,c_arroyo_bueno_53_sot_dch_1,villaverde,energía_renovable,kwh,nan,20181112,1651542372140949,aura
deportivo,cdm_el_espinillo,carretera_de_villaverde_a_vallecas_19,villaverde,energía_renovable,kwh,nan,20200129,100,aura
educativo,ei_mamut_butarque,c_maricara_32,villaverde,energía_renovable,kwh,nan,20190103,50,ugarte
seguridad,parque_bomberos_nº_8,calle_boada_9,puente_de_vallecas,energía_renovable,kwh,nan,20191018,250,ferrovial
social,casa_asociaciones_hortaleza,calle_matapozuelos_6,hortaleza,energía_renovable,kwh,nan,20200323,90,empresa_desconocida
educativo,ei_pléyades,avenida_secundino_zuazo_52,hortaleza,energía_renovable,kwh,nan,20200323,15220080089559456,empresa_desconocida
social,cmm_vallehermoso,calle_vallehermoso_47,chamberi,energía_renovable,kwh,nan,20200323,50,empresa_desconocida
cultural,biblioteca_gerardo_diego,calle_monte_aya_12,villa_de_vallecas,energía_renovable,kwh,nan,20201120,1851183412814345,acciona
educativo,ceip_san_juan_de_la_cruz,c_de_honduras_10_28016_madrid,chamartin,energía_renovable,kwh,nan,20201110,15220080089559456,empresa_desconocida
educativo,ceip_arquitecto_gaudí,c_rosa_jardón_10_28016_madrid,chamartin,energía_renovable,kwh,nan,20201110,15220080089559456,empresa_desconocida
educativo,ceip_isaac_albéniz,c_dracena_29_28016_madrid,chamartin,energía_renovable,kwh,nan,20201117,15220080089559456,empresa_desconocida
educativo,ceip_padre_poveda,av_alfonso_xiii_23_28002_madrid,chamartin,energía_renovable,kwh,nan,20201110,15220080089559456,empresa_desconocida
educativo,ei_parque_ingenieros,ctabernera_del_puerto_26,villaverde,energía_renovable,kwh,nan,20201110,50,empresa_desconocida
cultural,biblioteca_ángel_gonzalez,c_granja_de_torrehermosa_2,latina,energía_renovable,kwh,nan,20190731,1851183412814345,ortiz
cultural,biblioteca_iván_de_vargas,c_doctor_letamendi_1,centro,energía_renovable,kwh,nan,20190724,1851183412814345,ortiz
cultural,biblioteca_eugenio_trias_casa_fieras,av_menendez_pelayo_103_bj,retiro,energía_renovable,kwh,nan,20190724,1851183412814345,ortiz
cultural,planetario,av_planetario_16,arganzuela,energía_renovable,kwh,nan,20190913,1157833060053987,fulton
administrativo,madrid_emprende,ccidro_3,carabanchel,energía_renovable,kwh,nan,20190913,1651542372140949,empresa_desconocida
administrativo,mares_madrid,c_francisco_laguna_38,puente_de_vallecas,energía_renovable,kwh,nan,20190913,1651542372140949,etralux
administrativo,nave_boetticher,c_cifuentes_22_28021_madrid,villaverde,energía_renovable,kwh,nan,20190115,1651542372140949,aura
administrativo,mares_villaverde_mar_de_alimentacion_y_cuidado,paseo_alberto_palacios_13,villaverde,energía_renovable,kwh,nan,20080813,1651542372140949,empresa_desconocida
medioambiental,aula_de_la_naturaleza_dehesa_de_la_villa,c_francos_rodriguez_97,moncloa_aravaca,energía_renovable,kwh,nan,20080813,6307692307692309,empresa_desconocida
medioambiental,vivero_municipal_de_estufas_del_retiro,pza_del_ángel_caído_parque_del_retiro_entrada_al_retiro_al_final_de_la_cuesta_de_claudio_moyano,retiro,energía_renovable,kwh,nan,20080813,6307692307692309,empresa_desconocida
medioambiental,vivero_municipal_de_migas_calientes,km_22_m30_frente_a_palacio_moncloa_m30_km_21600_calzada_sur,moncloa_aravaca,energía_renovable,kwh,nan,20080813,6307692307692309,empresa_desconocida
medioambiental,rosaleda_del_parque_del_oeste,c_de_la_rosaleda_sn_rosaleda_del_parque_del_oeste_junto_al_teleférico,moncloa_aravaca,energía_renovable,kwh,nan,20080813,6307692307692309,saveffi
almacén,almacén_de_la_villa,c_ahumaos_27_28052_madrid,vicalvaro,energía_renovable,kwh,nan,20180611,1868068312801352,pecsa
sanitario,base_14_samur,c_casuarina_10,latina,energía_renovable,kwh,nan,20180621,7428571428571431,powen
sanitario,centro_protección_animal,carretera_barrio_de_la_fortuna_km_10_28054,latina,energía_renovable,kwh,nan,20200214,7428571428571431,aura
seguridad,parque_bomberos_nº_6,c_san_bernardo_68,centro,energía_renovable,kwh,nan,20180213,2165000000000001,ferrovial
seguridad,parque_de_bomberos_nº_7,av_hellin_52,san_blas_canillejas,energía_renovable,kwh,nan,20191001,2165000000000001,ferrovial
seguridad,parque_de_bomberos_nº_11,c_mesena_146,hortaleza,energía_renovable,kwh,nan,20080929,2165000000000001,empresa_desconocida
social,css_josé_villarreal_arganzuela,plaza_jose_villarreal_2,arganzuela,energía_renovable,kwh,nan,20190507,14560321808799788,imesapi
educativo,ei_la_melonera,c_eros_2,arganzuela,energía_renovable,kwh,nan,20190212,15220080089559456,eulen
deportivo,cdm_marqués_de_samaranch,pº_imperial_20,arganzuela,energía_renovable,kwh,nan,20190310,11612028330357829,eulen
mixto,cdi_arganzuela,c_canarias_17_y_palos_de_la_frontera_16,arganzuela,energía_renovable,kwh,nan,20200228,11615799959023189,empresa_desconocida
deportivo,cdm_arganzuela_la_fundi,c_alicante_14,arganzuela,energía_renovable,kwh,nan,20191214,30132938213671185,dragados
cultural,cc_y_biblioteca_gloria_fuertes,av_logroño_181,barajas,energía_renovable,kwh,nan,20190401,1851183412814345,eulen
social,cmm_acuario,c_acuario_27,barajas,energía_renovable,kwh,nan,20080929,14560321808799788,empresa_desconocida
cultural,cc_san_francisco_la_prensa,caliseda_6,carabanchel,energía_renovable,kwh,nan,20180925,1851183412814345,aura
cultural,csc_garcía_lorca,c_eugenia_de_montijo_105_b_1,carabanchel,energía_renovable,kwh,nan,20190307,1851183412814345,aura
deportivo,antiguo_canódromo,c_vía_carpetana_71,carabanchel,energía_renovable,kwh,nan,20191214,30132938213671185,eulen
educativo,ceip_fernando_el_católico,c_fernando_el_católico_16,chamberi,energía_renovable,kwh,nan,20181024,15220080089559456,pecsa
mixto,jmd_ciudad_lineal_cmm_cc_biblioteca,c_hermanos_garcía_noblejas_16,ciudad_lineal,energía_renovable,kwh,nan,20180121,11594966390334177,pecsa
mixto,centro_de_día_y_de_mayores_ascao_biblioteca_pablo_neruda,c_ascao_2,ciudad_lineal,energía_renovable,kwh,nan,20180822,11580242302503304,pecsa
mixto,cc_la_elipa_y_css_santa_felicidad,csanta_felicidad_37,ciudad_lineal,energía_renovable,kwh,nan,20180121,11575614390666823,pecsa
mixto,cc_y_cmm_san_juan_bautista,c_san_nemesio_1,ciudad_lineal,energía_renovable,kwh,nan,20180121,1157476607292055,pecsa
social,cmm_y_css_luis_vives,c_hermanos_garcía_noblejas_170,ciudad_lineal,energía_renovable,kwh,nan,20181024,11571623712818154,pecsa
social,cmm_islas_filipinas_centro_juvenil_y_biblioteca_la_elipa,c_nuestra_señora_del_villar_8,ciudad_lineal,energía_renovable,kwh,nan,20180901,11575096638051727,avelsa_avance_electrico_sl
social,css_san_vicente_de_paul,cbuitrago_de_lozoya_22,fuencarral_el_pardo,energía_renovable,kwh,nan,20190307,14560321808799788,orthem
educativo,ei_elena_fortún_montecarmelo,av_mº_silos_57_caaveiro,fuencarral_el_pardo,energía_renovable,kwh,nan,20190528,15220080089559456,ortiz
deportivo,cdm_vicente_del_bosque,av_monforte_de_lemos_13,fuencarral_el_pardo,energía_renovable,kwh,nan,20191211,1159603375726376,dragados
deportivo,cdm_la_masó,c_de_la_masó_190_bj,fuencarral_el_pardo,energía_renovable,kwh,nan,20190426,11599865126615477,empresa_desconocida
educativo,ei_el_fresno,cmaria_casares_15,fuencarral_el_pardo,energía_renovable,kwh,nan,20190212,15220080089559456,condisa
educativo,ei_poeta_gloria_fuertes_las_tablas,c_eunate_6_ccastillo_de_candanchú_4246,fuencarral_el_pardo,energía_renovable,kwh,nan,20181115,15220080089559456,dragados
deportivo,cdm_luis_aragonés,cprovencio_20,hortaleza,energía_renovable,kwh,nan,20190222,11588390932122444,dragados
cultural,cc_sanchinarro_y_biblioteca_maría_lejárraga,c_princesa_éboli_29,hortaleza,energía_renovable,kwh,nan,20190307,1851183412814345,dragados
administrativo,jmd_hortaleza,carretera_de_canillas_2,hortaleza,energía_renovable,kwh,nan,20181119,1651542372140949,dragados
cultural,cc_federico_chueca,c_benita_ávila_17,hortaleza,energía_renovable,kwh,nan,20181122,1851183412814345,aura
administrativo,jmd_latina,av_las_aguilas_2_ant_avdel_general_fanjul,latina,energía_renovable,kwh,nan,20190208,11586817760715036,ferrovial
deportivo,cdm_las_cruces,av_poblados_sn_bj,latina,energía_renovable,kwh,nan,20190525,30132938213671185,aura
social,centro_de_día_gertrudis_de_la_fuente,c_alhambra_c_cuña_latina_dos_2,latina,energía_renovable,kwh,nan,20160808,11573176970663445,empresa_desconocida
social,centro_de_acogida_municipal_puerta_abierta,c_pinar_de_san_jose_104_madrid_28054,latina,energía_renovable,kwh,nan,20200219,1158259210283336,aura
deportivo,cdm_gallur,c_gallur_2,latina,energía_renovable,kwh,nan,20181206,11591246536930326,cyopsa
educativo,ei_bola_de_cristal_valdezarza,c_islas_bisagos_13,moncloa_aravaca,energía_renovable,kwh,nan,20190123,15220080089559456,condisa_grupo_ortiz
deportivo,idm_la_bombilla,paseo_senda_del_rey_8,moncloa_aravaca,energía_renovable,kwh,nan,20181024,30132938213671185,pecsa
cultural,cc_eduardo_chillida_y_biblioteca_miguel_delibes,c_arroyo_belincoso_9,moratalaz,energía_renovable,kwh,nan,20181024,1851183412814345,pecsa
social,cmmcss_ladera_el_almendro,c_ladera_de_los_almendros_46,moratalaz,energía_renovable,kwh,nan,20181024,14560321808799788,cyopsa
educativo,ei_sabina_moratalaz,c_cañón_del_rio_lobos,moratalaz,energía_renovable,kwh,nan,20181024,15220080089559456,ferrovial
deportivo,cdm_moratalaz,c_valdebernardo_2,moratalaz,energía_renovable,kwh,nan,20190325,1159841143658078,ohl
social,css_y_apartamentos_tutelados_retiro,c_jose_martínez_de_velasco_22,retiro,energía_renovable,kwh,nan,20190303,14560321808799788,ohl
educativo,ceip_escuelas_aguirre,c_pio_baroja_4,retiro,energía_renovable,kwh,nan,20190303,15220080089559456,ohl
educativo,ceip_jose_calvo_sotelo,av_ciudad_de_barcelona_83,retiro,energía_renovable,kwh,nan,20190303,15220080089559456,ohl
educativo,ceip_ciudad_de_roma,c_juan_esplandiú2,retiro,energía_renovable,kwh,nan,20161023,15220080089559456,empresa_desconocida
social,cmm_la_estrella_carmen_martín_gaite,c_pez_austral_6_28007_madrid,retiro,energía_renovable,kwh,nan,20180920,14560321808799788,ferrovial
social,cmmcentro_diacss_la_guindalera,c_pilar_de_zaragoza_28_bajo,salamanca,energía_renovable,kwh,nan,20181113,14560321808799788,ferrovial
cultural,cc_buenavista_y_biblioteca_david_gistau,av_de_los_toreros_5,salamanca,energía_renovable,kwh,nan,20181119,1851183412814345,dragados
cultural,cc_jose_luis_lópez_vázquez,c_febrero_4,san_blas_canillejas,energía_renovable,kwh,nan,20190307,1851183412814345,dragados
administrativo,jmd_san_blas_canillejas,av_de_arcentales_26,san_blas_canillejas,energía_renovable,kwh,nan,20180115,1651542372140949,empresa_desconocida
deportivo,cdm_antonio_díaz_miguel,cjoaquin_dicenta_1,tetuan,energía_renovable,kwh,nan,20181112,30132938213671185,ferrovial
cultural,cc_eduardo_úrculo_y_biblioteca_maría_zambrano,plaza_de_donoso_5,tetuan,energía_renovable,kwh,nan,20180305,1851183412814345,aura
social,css_san_filiberto,c_san_filiberto_5_bj,usera,energía_renovable,kwh,nan,20180219,14560321808799788,aura
social,cmm_orcasur,av_orcasur_64,usera,energía_renovable,kwh,nan,20181016,14560321808799788,aura
cultural,cc_orcasur_y_biblioteca_gabriel_garcía_márquez,plaza_pueblo_1_bj1,usera,energía_renovable,kwh,nan,20181214,1851183412814345,aura
administrativo,jmd_usera,av_rafaela_ybarra_41,usera,energía_renovable,kwh,nan,20190214,1651542372140949,aura
deportivo,cdm_orcasur,c_moreja_3,usera,energía_renovable,kwh,nan,20190103,30132938213671185,imesapi
educativo,ei_pensamiento_mirasierra,c_mirasierra_27,usera,energía_renovable,kwh,nan,20180509,15220080089559456,electosa
deportivo,cdm_vicálvaro_margot_molés,pº_polideportivo_3,vicalvaro,energía_renovable,kwh,nan,20181112,11593441011475852,pecsa
cultural,cc_valdebernardo_y_biblioteca_francisco_ayala,c_bulevar_indalecio_prieto_21,vicalvaro,energía_renovable,kwh,nan,20181112,11578880214854358,pecsa
cultural,cc_el_madroño_y_biblioteca_vicálvaro,c_villardondiego_36,vicalvaro,energía_renovable,kwh,nan,20181112,1157590114596134,pecsa
administrativo,jmd_vicálvaro,plaza_don_antonio_de_andrés_18,vicalvaro,energía_renovable,kwh,nan,20181112,11572802595695604,pecsa
social,css_puerto_de_las_pilas,c_fuentidueña16,villa_de_vallecas,energía_renovable,kwh,nan,20181116,11570201884482849,pecsa
social,cmm_villa_de_vallecas,c_pico_de_mampodre_6,villa_de_vallecas,energía_renovable,kwh,nan,20181116,14812046160513145,pecsa
administrativo,jmd_villa_de_vallecas,pº_federico_garcía_lorca_12,villa_de_vallecas,energía_renovable,kwh,nan,20180307,11579238658972502,aura
deportivo,cdm_félix_rubio,cciudadanía_9,villaverde,energía_renovable,kwh,nan,20180219,30132938213671185,aura
cultural,cc_marconi,av_marconi_2_bajo1,villaverde,energía_renovable,kwh,nan,20180305,1851183412814345,aura
cultural,cc_los_rosales_nuevo_rosales,av_los_rosales_133,villaverde,energía_renovable,kwh,nan,20180219,1851183412814345,aura
cultural,cc_bohemios,c_bohemios_1_b1,villaverde,energía_renovable,kwh,nan,20181112,1851183412814345,aura
administrativo,jmd_villaverde,c_arroyo_bueno_53_sot_dch_1,villaverde,energía_renovable,kwh,nan,20200129,1651542372140949,aura
deportivo,cdm_el_espinillo,carretera_de_villaverde_a_vallecas_19,villaverde,energía_renovable,kwh,nan,20190103,30132938213671185,ugarte
educativo,ei_mamut_butarque,c_maricara_32,villaverde,energía_renovable,kwh,nan,20191018,15220080089559456,ferrovial
seguridad,parque_bomberos_nº_8,calle_boada_9,puente_de_vallecas,energía_renovable,kwh,nan,20200325,2165000000000001,saveffi
mixto,cc_rubén_daríocasa_asociaciones_hortaleza,calle_matapozuelos_2,hortaleza,energía_renovable,kwh,nan,20200325,2667175038015901,empresa_desconocida
educativo,ei_pléyades,avenida_secundino_zuazo_52,hortaleza,energía_renovable,kwh,nan,20200325,15220080089559456,saveffi
social,cmm_vallehermoso,calle_vallehermoso_47,chamberi,energía_renovable,kwh,nan,20201120,14560321808799788,acciona
cultural,biblioteca_gerardo_diego,calle_monte_aya_12,villa_de_vallecas,energía_renovable,kwh,nan,20201203,1851183412814345,acciona
cultural,biblioteca_manuel_vázquez_montalbán,calle_francos_rodríguez_67,tetuan,energía_renovable,kwh,nan,20201203,1851183412814345,acciona
deportivo,cdm_plata_y_castañar,paseo_plata_y_castañar_7,villaverde,energía_renovable,kwh,nan,20201216,30132938213671185,saveffi
deportivo,cdm_jose_maria_cagigal,c_santa_pola_22,moncloa_aravaca,energía_renovable,kwh,nan,20201110,30132938213671185,empresa_desconocida
educativo,ceip_san_juan_de_la_cruz,c_de_honduras_10_28016_madrid,chamartin,energía_renovable,kwh,nan,20201110,15220080089559456,empresa_desconocida
educativo,ceip_arquitecto_gaudí,c_rosa_jardón_10_28016_madrid,chamartin,energía_renovable,kwh,nan,20201117,15220080089559456,empresa_desconocida
educativo,ceip_isaac_albéniz,c_dracena_29_28016_madrid,chamartin,energía_renovable,kwh,nan,20201110,15220080089559456,empresa_desconocida
educativo,ceip_padre_poveda,av_alfonso_xiii_23_28002_madrid,chamartin,energía_renovable,kwh,nan,20211110,15220080089559456,empresa_desconocida
educativo,ei_parque_ingenieros,ctabernera_del_puerto_26,villaverde,energía_renovable,kwh,nan,20201110,15220080089559456,empresa_desconocida
seguridad,uid_moncloaaravaca,avda_valladolid_6,moncloa_aravaca,energía_renovable,kwh,nan,20210104,2165000000000001,ferrovial
social,centro_acogida_san_isidro,paseo_del_rey_34,moncloa_aravaca,energía_renovable,kwh,nan,20201110,1868068312801352,empresa_desconocida
deportivo,cdm_san_blas,c_arcos_de_jalón_59,san_blas_canillejas,energía_renovable,kwh,nan,20210428,1868068312801352,empresa_desconocida
seguridad,uid_hortaleza,carequipa_2,hortaleza,energía_renovable,kwh,nan,20210812,1868068312801352,aura
deportivo,cdm_juan_de_dios_román,cjosé_gutiérrez_maroto_34,villa_de_vallecas,energía_renovable,kwh,nan,20211001,1868068312801352,ferrovial
cultural,biblioteca_ãngel_gonzalez,c_granja_de_torrehermosa_2,latina,energía_renovable,kwh,nan,20190731,1851183412814345,ortiz
cultural,biblioteca_ivãn_de_vargas,c_doctor_letamendi_1,centro,energía_renovable,kwh,nan,20190724,1851183412814345,ortiz
cultural,biblioteca_eugenio_trias_casa_fieras,av_menendez_pelayo_103_bj,retiro,energía_renovable,kwh,nan,20190724,1851183412814345,ortiz
cultural,planetario,av_planetario_16,arganzuela,energía_renovable,kwh,nan,20190913,23761200976841423,fulton
administrativo,madrid_emprende,ccidro_3,carabanchel,energía_renovable,kwh,nan,20190913,1651542372140949,empresa_desconocida
administrativo,nave_boetticher,c_cifuentes_22_28021_madrid,villaverde,energía_renovable,kwh,nan,20190913,1651542372140949,etralux
administrativo,oficina_economia_socialproyecto_mares_alberto_palacios,paseo_alberto_palacios_13,villaverde,energía_renovable,kwh,nan,20190115,1651542372140949,aura
medioambiental,aula_de_la_naturaleza_dehesa_de_la_villa,c_francos_rodriguez_97,moncloa_aravaca,energía_renovable,kwh,nan,20080813,6307692307692309,empresa_desconocida
medioambiental,vivero_municipal_de_estufas_del_retiro,pza_del_ángel_caído_parque_del_retiro_entrada_al_retiro_al_final_de_la_cuesta_de_claudio_moyano,retiro,energía_renovable,kwh,nan,20080813,6307692307692309,empresa_desconocida
medioambiental,vivero_municipal_de_migas_calientes,km_22_m30_frente_a_palacio_moncloa_m30_km_21600_calzada_sur,moncloa_aravaca,energía_renovable,kwh,nan,20080813,6307692307692309,empresa_desconocida
medioambiental,rosaleda_del_parque_del_oeste,c_de_la_rosaleda_sn_rosaleda_del_parque_del_oeste_junto_al_teleférico,moncloa_aravaca,energía_renovable,kwh,nan,20080813,6307692307692309,empresa_desconocida
almacén,almacãn_de_la_villa,c_ahumaos_27_28052_madrid,vicalvaro,energía_renovable,kwh,nan,20200327,1868068312801352,saveffi
sanitario,base_samur_nâº_14_fuerte_de_navidad,c_casuarina_10,latina,energía_renovable,kwh,nan,20180214,7428571428571431,aura
sanitario,centro_protecciãn_animal,carretera_barrio_de_la_fortuna_km_10_28054,latina,energía_renovable,kwh,nan,20180621,7428571428571431,powen
seguridad,base_samur_nâº_02_san_bernardo_centro_integral_emergencias,c_san_bernardo_68,centro,energía_renovable,kwh,nan,20200214,2165000000000001,aura
seguridad,parque_de_bomberos_nâº_7,av_hellin_52,san_blas_canillejas,energía_renovable,kwh,nan,20180213,2165000000000001,ferrovial
seguridad,parque_de_bomberos_nâº_11,c_mesena_146,hortaleza,energía_renovable,kwh,nan,20191001,2165000000000001,ferrovial
social,css_josã_villarreal_arganzuela,plaza_jose_villarreal_2,arganzuela,energía_renovable,kwh,nan,20080929,14560321808799788,empresa_desconocida
educativo,ei_la_melonera,c_eros_2,arganzuela,energía_renovable,kwh,nan,20190507,15220080089559456,imesapi
deportivo,cdm_marquãs_de_samaranch,pº_imperial_20,arganzuela,energía_renovable,kwh,nan,20190212,5745893079480029,eulen
mixto,cdi_arganzuela,c_canarias_17_y_palos_de_la_frontera_16,arganzuela,energía_renovable,kwh,nan,20190310,61230559460159824,eulen
deportivo,cdm_arganzuela_la_fundi,c_alicante_14,arganzuela,energía_renovable,kwh,nan,20200228,30132938213671185,empresa_desconocida
cultural,cc_y_biblioteca_gloria_fuertes,av_logroño_181,barajas,energía_renovable,kwh,nan,20191214,1851183412814345,dragados
social,cmm_acuario,c_acuario_27,barajas,energía_renovable,kwh,nan,20190401,14560321808799788,eulen
cultural,cc_san_francisco_la_prensa,caliseda_6,carabanchel,energía_renovable,kwh,nan,20080929,1851183412814345,empresa_desconocida
cultural,csc_garcãa_lorca,c_eugenia_de_montijo_105_b_1,carabanchel,energía_renovable,kwh,nan,20180925,1851183412814345,aura
deportivo,cdm_puerta_bonita_antiguo_canãdromo,c_vía_carpetana_71,carabanchel,energía_renovable,kwh,nan,20190307,30132938213671185,aura
educativo,ceip_eim_fernando_el_catãlico,c_fernando_el_católico_16,chamberi,energía_renovable,kwh,nan,20191214,15220080089559456,eulen
mixto,jmd_ciudad_lineal_cmm_cc_biblioteca,c_hermanos_garcía_noblejas_16,ciudad_lineal,energía_renovable,kwh,nan,20181024,4039699077114637,pecsa
