tipo del edificio,edificio,dirección,distrito,clase,unidades,consumo,puesta en servicio,potencia kwp,empresa instaladora
Centros deportivos,CDM San Cristóbal,"PLAZA  PINAZO,  9  28021  MADRID",VILLAVERDE,Energía activa,kWh,2838.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM San Cristóbal,"PLAZA  PINAZO,  9  28021  MADRID",VILLAVERDE,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM San Cristóbal,"PLAZA  PINAZO,  9  28021  MADRID",VILLAVERDE,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM Vicente del Bosque,"AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,10299.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM Vicente del Bosque,"AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,40.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,51.0,2022-10-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Arquitecto Gaudí,"CALLE  ROSA JARDON,  10  28016  MADRID",CHAMARTIN,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Arquitecto Gaudí,"CALLE  ROSA JARDON,  10  28016  MADRID",CHAMARTIN,Energía Reactiva,kvarh,1635.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Ciudad de Roma,"CALLE  JUAN ESPLANDIU,  2  28007  MADRID",RETIRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Ciudad de Roma,"CALLE  JUAN ESPLANDIU,  2  28007  MADRID",RETIRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Cristóbal Colón,"CARRETERA  CARABANCHEL A VILLAVERDE,  109  28041  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Cristóbal Colón,"CARRETERA  CARABANCHEL A VILLAVERDE,  109  28041  MADRID",VILLAVERDE,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Cristóbal Colón,"CARRETERA  CARABANCHEL A VILLAVERDE,  109  28041  MADRID",VILLAVERDE,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Escuelas Aguirre,"CALLE  PIO BAROJA,  4  28009  MADRID",RETIRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Escuelas Aguirre,"CALLE  PIO BAROJA,  4  28009  MADRID",RETIRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Fernando el Católico,"CALLE  FERNANDO EL CATOLICO,  16  28015  MADRID",CHAMBERI,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Fernando el Católico,"CALLE  FERNANDO EL CATOLICO,  16  28015  MADRID",CHAMBERI,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Isaac Albéniz,"CALLE  DRACENA,  29  28016  MADRID",CHAMARTIN,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Isaac Albéniz,"CALLE  DRACENA,  29  28016  MADRID",CHAMARTIN,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Energía activa,kWh,2693.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Joaquín Dicenta,"PASEO DE LOS OLIVOS, 70, 28011 MADRID",LATINA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Joaquín Dicenta,"PASEO DE LOS OLIVOS, 70, 28011 MADRID",LATINA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Joaquín Dicenta,"PASEO DE LOS OLIVOS, 70, 28011 MADRID",LATINA,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP José Calvo Sotelo,"AVENIDA  CIUDAD DE BARCELONA,  83  28007  MADRID",RETIRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP José Calvo Sotelo,"AVENIDA  CIUDAD DE BARCELONA,  83  28007  MADRID",RETIRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Energía activa,kWh,3441.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Padre Poveda,"AVENIDA  ALFONSO XIII,  23  28002  MADRID",CHAMARTIN,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Padre Poveda,"AVENIDA  ALFONSO XIII,  23  28002  MADRID",CHAMARTIN,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Patriarca Obispo Elio Garay,"CALLE  LOPEZ DE HOYOS,  40  28006  MADRID",CHAMARTIN,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Patriarca Obispo Elio Garay,"CALLE  LOPEZ DE HOYOS,  40  28006  MADRID",CHAMARTIN,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Patriarca Obispo Elio Garay,"CALLE  LOPEZ DE HOYOS,  40  28006  MADRID",CHAMARTIN,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Energía activa,kWh,6539.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Energía Reactiva,kvarh,1357.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Gas,m3,1517.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Rufino Blanco,"CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID",CHAMBERI,Energía activa,kWh,14827.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Rufino Blanco,"CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID",CHAMBERI,Energía Reactiva,kvarh,10.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Rufino Blanco,"CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID",CHAMBERI,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP San Isidoro,"CALLE  FUENTERRABIA,  15  28014  MADRID",RETIRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP San Isidoro,"CALLE  FUENTERRABIA,  15  28014  MADRID",RETIRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP San Isidoro,"CALLE  FUENTERRABIA,  15  28014  MADRID",RETIRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP San Juan de la Cruz,"CALLE  HONDURAS,  10  28016  MADRID",CHAMARTIN,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP San Juan de la Cruz,"CALLE  HONDURAS,  10  28016  MADRID",CHAMARTIN,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros sociales,Centro de Acogida San Isidro,"PASEO  REY,  34  28008  MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros sociales,Centro de Acogida San Isidro,"PASEO  REY,  34  28008  MADRID",MONCLOA - ARAVACA,Energía Reactiva,kvarh,893.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Otras dependencias,Centro Integral de Formación de Seguridad y Emergencias,"CALLE  SEPULVEDA,  153  28011  MADRID",LATINA,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM Acuario,"CALLE ACUARIO, 27 PLANTA 1ª 28042 MADRID",BARAJAS,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM Acuario,"CALLE ACUARIO, 27 PLANTA 1ª 28042 MADRID",BARAJAS,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM El Almendro,"CALLE  LADERA DE LOS ALMENDROS,  6  28032  MADRID",VICALVARO,Energía activa,kWh,9751.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM El Almendro,"CALLE  LADERA DE LOS ALMENDROS,  6  28032  MADRID",VICALVARO,Energía Reactiva,kvarh,7814.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM La Estrella - Carmen Martín Gaite,"CALLE  PEZ AUSTRAL,  6  28007  MADRID",RETIRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM La Estrella - Carmen Martín Gaite,"CALLE  PEZ AUSTRAL,  6  28007  MADRID",RETIRO,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM Orcasur,"AVENIDA  ORCASUR,  60  28041  MADRID",USERA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM Orcasur,"AVENIDA  ORCASUR,  60  28041  MADRID",USERA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM Villa Vallecas,"CALLE  PICO MAMPODRE,  6  28031  MADRID",VILLA DE VALLECAS,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,CMM Villa Vallecas,"CALLE  PICO MAMPODRE,  6  28031  MADRID",VILLA DE VALLECAS,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros mixtos,CMM y CSS Luis Vives,"AVENIDA  INSTITUCION LIBRE DE ENSEÑANZA,  160  28037  MADRID",CIUDAD LINEAL,Energía activa,kWh,3597.0,2022-10-01,,empresa desconocida
Centros mixtos,CMM y CSS Luis Vives,"AVENIDA  INSTITUCION LIBRE DE ENSEÑANZA,  160  28037  MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros mixtos,"Complejo Antonio Machado (CC, CM, Bib y EM)","CALLE SAN ROMÁN DEL VALLE, 8 28037 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros mixtos,"Complejo Antonio Machado (CC, CM, Bib y EM)","CALLE SAN ROMÁN DEL VALLE, 8 28037 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kvarh,1569.0,2022-10-01,,empresa desconocida
Centros mixtos,"Complejo Antonio Machado (CC, CM, Bib y EM)","CALLE SAN ROMÁN DEL VALLE, 8 28037 MADRID",SAN BLAS - CANILLEJAS,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros mixtos,Complejo La Vaguada,"AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,85459.0,2022-10-01,,empresa desconocida
Centros mixtos,Complejo La Vaguada,"AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,31597.0,2022-10-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo Sanchinarro,"C/ PRINCESA ÉBOLI, 29",HORTALEZA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros sociales,CS Teresa de Calcuta,"PLAZA NAVIO, 4 28042 MADRID",BARAJAS,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros sociales,CS Teresa de Calcuta,"PLAZA NAVIO, 4 28042 MADRID",BARAJAS,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros sociales,CS Teresa de Calcuta,"PLAZA NAVIO, 4 28042 MADRID",BARAJAS,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Ágata,"CALLE  DOCTOR MARTIN AREVALO,  2  28021  MADRID",VILLAVERDE,Energía activa,kWh,7697.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Ágata,"CALLE  DOCTOR MARTIN AREVALO,  2  28021  MADRID",VILLAVERDE,Energía Reactiva,kvarh,1684.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Cánovas del Castillo,"CALLE  JULIO AGUIRRE,  10  (y 12)  28026  MADRID",USERA,Energía activa,kWh,4228.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Cánovas del Castillo,"CALLE  JULIO AGUIRRE,  10  (y 12)  28026  MADRID",USERA,Energía Reactiva,kvarh,2315.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC García Lorca,"CALLE  EUGENIA DE MONTIJO,  105  28044  MADRID",CARABANCHEL,Energía activa,kWh,2239.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC García Lorca,"CALLE  EUGENIA DE MONTIJO,  105  28044  MADRID",CARABANCHEL,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC García Lorca,"CALLE  EUGENIA DE MONTIJO,  105  28044  MADRID",CARABANCHEL,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC José Espronceda,"CALLE  ALMANSA,  9  28039  MADRID",TETUAN,Energía activa,kWh,2039.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC José Espronceda,"CALLE  ALMANSA,  9  28039  MADRID",TETUAN,Energía Reactiva,kvarh,304.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Marconi,"ACCESO  COLONIA MARCONI,  4  (calle San Eustaquio 25, frente a fachada)  28021  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Marconi,"ACCESO  COLONIA MARCONI,  4  (calle San Eustaquio 25, frente a fachada)  28021  MADRID",VILLAVERDE,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Montecarmelo,"AVENIDA  MONASTERIO DE SILOS,  57  28049  MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,5930.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Montecarmelo,"AVENIDA  MONASTERIO DE SILOS,  57  28049  MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,875.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Montecarmelo,"AVENIDA  MONASTERIO DE SILOS,  57  28049  MADRID",FUENCARRAL - EL PARDO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Oporto,"AVENIDA  OPORTO,  78  28019  MADRID",CARABANCHEL,Energía activa,kWh,3850.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Oporto,"AVENIDA  OPORTO,  78  28019  MADRID",CARABANCHEL,Energía Reactiva,kvarh,461.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Rosario de Acuña,"CALLE  MARIA DEL CARMEN,  65  28011  MADRID",LATINA,Energía activa,kWh,3026.0,2022-10-01,,empresa desconocida
Centros mixtos,CSC Rosario de Acuña,"CALLE  MARIA DEL CARMEN,  65  28011  MADRID",LATINA,Energía Reactiva,kvarh,78.0,2022-10-01,,empresa desconocida
Centros sociales,CSS Entrevías,"CALLE  YUSTE,  8  28053  MADRID",PUENTE DE VALLECAS,Energía activa,kWh,19890.0,2022-10-01,,empresa desconocida
Centros sociales,CSS Entrevías,"CALLE  YUSTE,  8  28053  MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,26.0,2022-10-01,,empresa desconocida
Centros sociales,CSS Guindalera,"CALLE  PILAR DE ZARAGOZA,  28  28028  MADRID",SALAMANCA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros sociales,CSS Guindalera,"CALLE  PILAR DE ZARAGOZA,  28  28028  MADRID",SALAMANCA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros sociales,CSS José Villarreal,"CALLE  GUILLERMO DE OSMA,  14  28045  MADRID",ARGANZUELA,Energía activa,kWh,8473.0,2022-10-01,,empresa desconocida
Centros sociales,CSS José Villarreal,"CALLE  GUILLERMO DE OSMA,  14  28045  MADRID",ARGANZUELA,Energía Reactiva,kvarh,12860.0,2022-10-01,,empresa desconocida
Centros sociales,CSS Puerto de las Pilas,"CALLE  FUENTIDUEÑA,  16  28031  MADRID",VILLA DE VALLECAS,Energía activa,kWh,6472.0,2022-10-01,,empresa desconocida
Centros sociales,CSS Puerto de las Pilas,"CALLE  FUENTIDUEÑA,  16  28031  MADRID",VILLA DE VALLECAS,Energía Reactiva,kvarh,1700.0,2022-10-01,,empresa desconocida
Centros sociales,CSS San Filiberto,"CALLE  SAN FILIBERTO,  7  28026  MADRID",USERA,Energía activa,kWh,9527.0,2022-10-01,,empresa desconocida
Centros sociales,CSS San Filiberto,"CALLE  SAN FILIBERTO,  7  28026  MADRID",USERA,Energía Reactiva,kvarh,1015.0,2022-10-01,,empresa desconocida
Centros sociales,CSS San Vicente de Paul,"CALLE  BUITRAGO DEL LOZOYA,  22  28035  MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,8710.0,2022-10-01,,empresa desconocida
Centros sociales,CSS San Vicente de Paul,"CALLE  BUITRAGO DEL LOZOYA,  22  28035  MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,679.0,2022-10-01,,empresa desconocida
Centros deportivos,IDM La Bombilla,"CALLE  SENDA DEL REY,  8  28040  MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros deportivos,IDM La Bombilla,"CALLE  SENDA DEL REY,  8  28040  MADRID",MONCLOA - ARAVACA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Centro,"CALLE MAYOR, 72 28013 MADRID",CENTRO,Energía activa,kWh,19960.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Centro,"CALLE MAYOR, 72 28013 MADRID",CENTRO,Energía Reactiva,kvarh,4268.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Centro,"CALLE MAYOR, 72 28013 MADRID",CENTRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Chamberí,"PLAZA CHAMBERI, 4 28010 MADRID",CHAMBERI,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Chamberí,"PLAZA CHAMBERI, 4 28010 MADRID",CHAMBERI,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Chamberí,"PLAZA CHAMBERI, 4 28010 MADRID",CHAMBERI,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Ciudad Lineal,"AVENIDA  INSTITUCION LIBRE DE ENSEÑANZA,  16  28037  MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Ciudad Lineal,"AVENIDA  INSTITUCION LIBRE DE ENSEÑANZA,  16  28037  MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Fuencarral,"AVENIDA MONFORTE DE LEMOS, 40 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Hortaleza,"CARRETERA CANILLAS, 2 28043 MADRID",HORTALEZA,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Hortaleza,"CARRETERA CANILLAS, 2 28043 MADRID",HORTALEZA,Energía Reactiva,kvarh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Latina,"AVENIDA  LAS AGUILAS,  2  A  28044  MADRID",LATINA,Energía activa,kWh,7119.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Latina,"AVENIDA  LAS AGUILAS,  2  A  28044  MADRID",LATINA,Energía Reactiva,kvarh,1107.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Retiro,"PLAZA DAOIZ Y VELARDE, 2 28007 MADRID",RETIRO,Energía activa,kWh,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD Retiro,"PLAZA DAOIZ Y VELARDE, 2 28007 MADRID",RETIRO,Gas,m3,0.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD San Blas,"AVENIDA ARCENTALES, 28 28022 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,32406.0,2022-10-01,,empresa desconocida
Centros administrativos,JMD San Blas,"AVENIDA ARCENTALES, 28 28022 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kvarh,2188.0,2022-10-01,,empresa desconocida
