tipo del edificio,edificio,dirección,distrito,clase,unidades,consumo,puesta en servicio,potencia kwp,empresa instaladora
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Energía Reactiva,kvarh,19761.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Energía activa,kWh,12180.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Energía Reactiva,kvarh,1050.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,11928.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kvarh,980.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,3814.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Energía activa,kWh,15476.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Energía Reactiva,kvarh,7528.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Energía activa,kWh,9174.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Energía Reactiva,kvarh,3370.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Energía activa,kWh,10509.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Energía Reactiva,kvarh,5662.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,CC Conde Duque,"CALLE CONDE DUQUE, 11 28015 MADRID",CENTRO,Energía activa,kWh,379104.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,CC Conde Duque,"CALLE CONDE DUQUE, 11 28015 MADRID",CENTRO,Energía Reactiva,kvarh,54750.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Vaguada,"AVENIDA  MONFORTE DE LEMOS, 38 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,70860.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Vaguada,"AVENIDA  MONFORTE DE LEMOS, 38 28029 MADRID",FUENCARRAL - EL PARDO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,CC Valdebernardo y Biblioteca Francisco Ayala,"BULEVAR INDALECIO PRIETO, 21 28032 MADRID",VICALVARO,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,CC Valdebernardo y Biblioteca Francisco Ayala,"BULEVAR INDALECIO PRIETO, 21 28032 MADRID",VICALVARO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,CC/BPM Gloria Fuertes,"AVENIDA LOGROÑO, 179 28042 MADRID",BARAJAS,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,CC/BPM Gloria Fuertes,"AVENIDA LOGROÑO, 179 28042 MADRID",BARAJAS,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Energía activa,kWh,79059.0,2020-07-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Energía Reactiva,kvarh,21803.0,2020-07-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Energía activa,kWh,41390.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Energía Reactiva,kvarh,5530.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,7764.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,927.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Ángel Nieto - Puente de Vallecas,"CALLE PAYASO FOFO, 7 28018 MADRID",PUENTE DE VALLECAS,Gas,m3,1058.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Energía activa,kWh,49779.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Energía Reactiva,kvarh,20753.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Cerro Almodóvar,"CALLE CERRO DE ALMODOVAR, 9 28007 MADRID",VILLA DE VALLECAS,Energía activa,kWh,24792.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Cerro Almodóvar,"CALLE CERRO DE ALMODOVAR, 9 28007 MADRID",VILLA DE VALLECAS,Energía Reactiva,kvarh,157.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Energía activa,kWh,35427.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,11473.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Concepción,"CALLE JOSE DEL HIERRO, 5 28027 MADRID",CIUDAD LINEAL,Gas,m3,1620.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Energía activa,kWh,44891.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Faustina Valladolid - Valdebernardo,"CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID",VICALVARO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Energía activa,kWh,21216.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Energía activa,kWh,26233.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Energía Reactiva,kvarh,7749.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Gas,m3,2633.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM La Elipa,"CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID",MORATALAZ,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,74095.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,845.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Energía activa,kWh,45600.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Energía Reactiva,kvarh,15391.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Luis Aragonés,"CALLE EL PROVENCIO, 20 28043 MADRID",HORTALEZA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía activa,kWh,2494.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía activa,kWh,20102.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía Reactiva,kvarh,211.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía Reactiva,kvarh,303.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Energía activa,kWh,56438.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Energía Reactiva,kvarh,1638.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Gas,m3,5168.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Energía activa,kWh,8645.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Energía Reactiva,kvarh,1813.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Playa Victoria,"CALLE HIERBABUENA, 2 28039 MADRID",TETUAN,Gas,m3,149.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,4090.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,1213.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Pueblo Nuevo,"CALLE FRANCISCO RIOJA, 14 28017 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Samaranch,"PASEO IMPERIAL, 20 28005 MADRID",ARGANZUELA,Energía activa,kWh,61908.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Samaranch,"PASEO IMPERIAL, 20 28005 MADRID",ARGANZUELA,Gas,m3,424.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM San Blas,"CALLE ARCOS DE JALON, 59 28037 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,63223.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Energía activa,kWh,28068.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Energía Reactiva,kvarh,18574.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM San Juan Bautista,"CALLE TREVIANA, 1 28043 MADRID",CIUDAD LINEAL,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Vicente del Bosque,"AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,55129.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Vicente del Bosque,"AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,32777.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,24352.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,27.0,2020-07-01,,empresa desconocida
Centros deportivos,CDM Wilfred Agbonavbare - Alberto García,"CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID",PUENTE DE VALLECAS,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Energía activa,kWh,1664.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Energía activa,kWh,5365.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Energía Reactiva,kvarh,2193.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Energía Reactiva,kvarh,2.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Energía activa,kWh,2560.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Energía Reactiva,kvarh,2449.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Gas,m3,0.0,2020-07-01,,empresa desconocida
Centros mixtos,Complejo La Vaguada,"AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
Centros mixtos,Complejo La Vaguada,"AVENIDA MONFORTE DE LEMOS, 38-40 28029 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kvarh,0.0,2020-07-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo Sanchinarro,"C/ PRINCESA ÉBOLI, 29",HORTALEZA,Energía activa,kWh,0.0,2020-07-01,,empresa desconocida
